ts_ms,open,high,low,close,volume
1776556800000,73905.2041016949,73905.2041016949,73905.2041016949,73905.2041016949,0
1776643200000,75814.1453237873,75814.1453237873,75814.1453237873,75814.1453237873,0
1776729600000,76107.4432977791,76107.4432977791,76107.4432977791,76107.4432977791,0
1776816000000,78317.7422720631,78317.7422720631,78317.7422720631,78317.7422720631,0
1776902400000,78233.6837492694,78233.6837492694,78233.6837492694,78233.6837492694,0
1776988800000,77444.269277031,77444.269277031,77444.269277031,77444.269277031,0
1777075200000,77624.7114821742,77624.7114821742,77624.7114821742,77624.7114821742,0
1777161600000,78538.7733573933,78538.7733573933,78538.7733573933,78538.7733573933,0
1777248000000,77256.297159848,77256.297159848,77256.297159848,77256.297159848,0
1777334400000,76295.531117183,76295.531117183,76295.531117183,76295.531117183,0
1777420800000,75795.0098530099,75795.0098530099,75795.0098530099,75795.0098530099,0
1777507200000,76299.6161285798,76299.6161285798,76299.6161285798,76299.6161285798,0
1777593600000,78132.6437852133,78132.6437852133,78132.6437852133,78132.6437852133,0
1777680000000,78712.5387317358,78712.5387317358,78712.5387317358,78712.5387317358,0
1777766400000,78649.1732893045,78649.1732893045,78649.1732893045,78649.1732893045,0
1777852800000,79826.107817066,79826.107817066,79826.107817066,79826.107817066,0
1777939200000,80936.7548252484,80936.7548252484,80936.7548252484,80936.7548252484,0
1778025600000,81364.6201285798,81364.6201285798,81364.6201285798,81364.6201285798,0
1778112000000,79988.9987343659,79988.9987343659,79988.9987343659,79988.9987343659,0
1778198400000,80179.6922957335,80179.6922957335,80179.6922957335,80179.6922957335,0
1778284800000,80663.6296519579,80663.6296519579,80663.6296519579,80663.6296519579,0
1778371200000,82256.781137931,82256.781137931,82256.781137931,82256.781137931,0
1778457600000,81714.7420499708,81714.7420499708,81714.7420499708,81714.7420499708,0
1778544000000,80525.563024547,80525.563024547,80525.563024547,80525.563024547,0
1778630400000,79291.9110017534,79291.9110017534,79291.9110017534,79291.9110017534,0
1778716800000,81175.8271116306,81175.8271116306,81175.8271116306,81175.8271116306,0
1778803200000,79063.4145756868,79063.4145756868,79063.4145756868,79063.4145756868,0
1778889600000,78164.4952711864,78164.4952711864,78164.4952711864,78164.4952711864,0
1778976000000,77497.697113384,77497.697113384,77497.697113384,77497.697113384,0
1779062400000,76975.9111998831,76975.9111998831,76975.9111998831,76975.9111998831,0
1779148800000,76807.460956166,76807.460956166,76807.460956166,76807.460956166,0
1779235200000,77408.1722089421,77408.1722089421,77408.1722089421,77408.1722089421,0
1779321600000,77595.3861717446,77595.3861717446,77595.3861717446,77595.3861717446,0
1779408000000,75567.5430431093,75567.5430431093,75567.5430431093,75567.5430431093,0
1779494400000,76619.8666090415,76619.8666090415,76619.8666090415,76619.8666090415,0
